reply_uri,reply_cid,reply_text,reply_created_at,reply_reply_count,reply_repost_count,reply_like_count,reply_indexed_at,reply_author_handle,reply_author_display_name,reply_author_did,original_post_uri,original_post_text
at://did:plc:obbsatbpzvgnhrowtt2i5dye/app.bsky.feed.post/3l4m6cz4mll2t,bafyreie7wzhzo3fwvqi4o2btzyzz6r44u5dsw6s2bdizwogqe64dypgery,denunciado com sucesso. tudo mentira! @guilhermeboulos.bsky.social,2024-09-20T18:18:45.726Z,0,0,0,2024-09-20T18:18:45.726Z,onivaotaner.bsky.social,🚩☭ BOULOS Prefeito ✊🏻🚩,did:plc:obbsatbpzvgnhrowtt2i5dye,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4ltbzp6qk24,"Boulos diz que haverá relação de respeito com a GCM. Piada!

Apoia saidinha de presos

Apoia o maior ladrão de todos 

Foi em um desfile de escola de samba onde os policiais estavam vestidos de “demônios” 

O paulistano não é bobo e nossa cidade NÃO FICARÁ NAS MÃOS DE QUEM APOIA BANDIDO!

#DebateSBT"
at://did:plc:mr4fe3iuhpd35ttrfaoczyrm/app.bsky.feed.post/3l4ltfbqzgk2h,bafyreibaf32sunuuwnmygpzeerwrfna5ufp7qejzdy4n7ckxrxtu5wvz6u,"Sai daqui mulher, tu nem tem proposta de verdade. ""Eo PT?"" ""Eo Lula?""
#Boulos50
#DebateSBT",2024-09-20T15:03:12.358Z,0,1,3,2024-09-20T15:03:12.014Z,luzdasol.bsky.social,Sol🧜🏾‍♀️,did:plc:mr4fe3iuhpd35ttrfaoczyrm,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4ltbzp6qk24,"Boulos diz que haverá relação de respeito com a GCM. Piada!

Apoia saidinha de presos

Apoia o maior ladrão de todos 

Foi em um desfile de escola de samba onde os policiais estavam vestidos de “demônios” 

O paulistano não é bobo e nossa cidade NÃO FICARÁ NAS MÃOS DE QUEM APOIA BANDIDO!

#DebateSBT"
at://did:plc:lv5npoevwonquujmlldey5xb/app.bsky.feed.post/3l52r6elfs32j,bafyreihkucv6v3yj6l3cuebwiulkgbbp6ivdilgsaosmma354frybpl66q,"Tia do ZAP postando clichês bobos.
Como tem demente com pretensão política!!!",2024-09-26T13:33:27.789Z,0,0,0,2024-09-26T13:33:27.789Z,lexotan10.bsky.social,MatildeM ,did:plc:lv5npoevwonquujmlldey5xb,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4ltbzp6qk24,"Boulos diz que haverá relação de respeito com a GCM. Piada!

Apoia saidinha de presos

Apoia o maior ladrão de todos 

Foi em um desfile de escola de samba onde os policiais estavam vestidos de “demônios” 

O paulistano não é bobo e nossa cidade NÃO FICARÁ NAS MÃOS DE QUEM APOIA BANDIDO!

#DebateSBT"
at://did:plc:fl3ivy44s5aynrpqp4q7ra5v/app.bsky.feed.post/3l4lvwrxztk2c,bafyreia3dvjanfbktuhmkziuqz2mwbwcq2wcnn3odjopbqqucfmnamkfqq,"Cada vez que abre a boca, essa fútil se perde na voz. Que mulher idiota e medíocre",2024-09-20T15:52:07.510Z,0,0,2,2024-09-20T15:48:46.917Z,marciabezerra2024.bsky.social,Marcia Bezerra,did:plc:fl3ivy44s5aynrpqp4q7ra5v,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4ltbzp6qk24,"Boulos diz que haverá relação de respeito com a GCM. Piada!

Apoia saidinha de presos

Apoia o maior ladrão de todos 

Foi em um desfile de escola de samba onde os policiais estavam vestidos de “demônios” 

O paulistano não é bobo e nossa cidade NÃO FICARÁ NAS MÃOS DE QUEM APOIA BANDIDO!

#DebateSBT"
at://did:plc:fl3ivy44s5aynrpqp4q7ra5v/app.bsky.feed.post/3l4lturokms2q,bafyreia3daet4ikzwvoqzit2hr7wxblf5ilspwyloe7ehfkqsborxdwpxu,"O seu bozo, acabou com educação,  com o SUS. Vc é fútil  e vazia, parece um robô",2024-09-20T15:15:12.606Z,0,0,2,2024-09-20T15:11:52.020Z,marciabezerra2024.bsky.social,Marcia Bezerra,did:plc:fl3ivy44s5aynrpqp4q7ra5v,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4ltbzp6qk24,"Boulos diz que haverá relação de respeito com a GCM. Piada!

Apoia saidinha de presos

Apoia o maior ladrão de todos 

Foi em um desfile de escola de samba onde os policiais estavam vestidos de “demônios” 

O paulistano não é bobo e nossa cidade NÃO FICARÁ NAS MÃOS DE QUEM APOIA BANDIDO!

#DebateSBT"
at://did:plc:fl3ivy44s5aynrpqp4q7ra5v/app.bsky.feed.post/3l4ltrtmu3c2q,bafyreiebad3a2y3edlxeuarfduqbtaupifboucwxqqluabg3vn3m3ed3g4,"Toma vergonha!Vc apoia um ladrão de jóias,de imóveis,  negacionista,matou um monte de gente na pandemia,fraudou carteira de vacina,acabou com os órgãos de fiscalização do meio ambiente,foi odiente,é chefe do golpe que os canalhas quiseram dar quando perderam a eleição, assim como vc.Vcs são vermes!",2024-09-20T15:13:33.954Z,0,0,2,2024-09-20T15:10:13.416Z,marciabezerra2024.bsky.social,Marcia Bezerra,did:plc:fl3ivy44s5aynrpqp4q7ra5v,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4ltbzp6qk24,"Boulos diz que haverá relação de respeito com a GCM. Piada!

Apoia saidinha de presos

Apoia o maior ladrão de todos 

Foi em um desfile de escola de samba onde os policiais estavam vestidos de “demônios” 

O paulistano não é bobo e nossa cidade NÃO FICARÁ NAS MÃOS DE QUEM APOIA BANDIDO!

#DebateSBT"
at://did:plc:cnneitkai3legl73nzufixpy/app.bsky.feed.post/3l57aro5loc2k,bafyreihmqt3xuwgestudafls5fkkrnzafyzh4mk5rn7kznrhwsd3a2tec4,Só fake news ! Mau caráter é assim,2024-09-28T08:23:19.199Z,0,0,0,2024-09-28T08:23:19.199Z,dall69.bsky.social,Ângela Dall’🚩,did:plc:cnneitkai3legl73nzufixpy,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4ltbzp6qk24,"Boulos diz que haverá relação de respeito com a GCM. Piada!

Apoia saidinha de presos

Apoia o maior ladrão de todos 

Foi em um desfile de escola de samba onde os policiais estavam vestidos de “demônios” 

O paulistano não é bobo e nossa cidade NÃO FICARÁ NAS MÃOS DE QUEM APOIA BANDIDO!

#DebateSBT"
at://did:plc:5dm7vmchomnfx26liqbro7r7/app.bsky.feed.post/3l4lu25x6wc2r,bafyreic3mh35qhmx2mqgrt5pky65iuihav3c7oycz2na3aisk4aiq7fsvu,"Nunca foi tão fácil votar em SP. só temos uma candidata, você Marina, o resto é o mais puro chorume.",2024-09-20T15:15:16.047Z,0,0,0,2024-09-20T15:14:52.713Z,antoniopierre.bsky.social,,did:plc:5dm7vmchomnfx26liqbro7r7,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4ltbzp6qk24,"Boulos diz que haverá relação de respeito com a GCM. Piada!

Apoia saidinha de presos

Apoia o maior ladrão de todos 

Foi em um desfile de escola de samba onde os policiais estavam vestidos de “demônios” 

O paulistano não é bobo e nossa cidade NÃO FICARÁ NAS MÃOS DE QUEM APOIA BANDIDO!

#DebateSBT"
at://did:plc:r7nrwolm3iq66hgzxqqqqaus/app.bsky.feed.post/3l4mbrfxigs2a,bafyreigwicwtolvr5f4eb6hmdlz2quec6iuzqcfxhkq42p2brlhhjaus2a,"BOULOS PREFEITO 50
#BoulosPrefeito
#DebateNoSBT
#LulaJuntosNoBlueSKY
@guilhermeboulos.bsky.social",2024-09-20T19:17:42.520Z,0,0,0,2024-09-20T19:17:42.520Z,lulistapetista.bsky.social,,did:plc:r7nrwolm3iq66hgzxqqqqaus,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4lsxfto5c2l,"Vale lembrar que o município pior avaliado no BR, rejeitado por 3 em cada 4 cidadãos, é governado pelo PSOL.

Só no gabinete do prefeito, são 662 pessoas contratadas por indicação política. 

Não podemos permitir que esses parasitas assumam São Paulo!

#DebatenoSBT"
at://did:plc:ouffxnfyg5ncvby3adj6xy7y/app.bsky.feed.post/3l4pkakagvq22,bafyreihhfpdj6izkz2gjm2bywczklq7esc2jmdmlcfu6rdyt6keym2fxhy,tá precisando trocar a dentadura,2024-09-22T02:30:08.562Z,0,0,0,2024-09-22T02:30:08.512Z,lyuda15.bsky.social,Miojo sabor jeans,did:plc:ouffxnfyg5ncvby3adj6xy7y,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4lsxfto5c2l,"Vale lembrar que o município pior avaliado no BR, rejeitado por 3 em cada 4 cidadãos, é governado pelo PSOL.

Só no gabinete do prefeito, são 662 pessoas contratadas por indicação política. 

Não podemos permitir que esses parasitas assumam São Paulo!

#DebatenoSBT"
at://did:plc:k4q2tncqgi4wveiakxifurtn/app.bsky.feed.post/3l4luz3b7ks2i,bafyreifikl5x7lpgymetkpmae23h3xqaiyzpzatzx5c3xwxoxrmme5d2g4,bsky.app/profile/esqu...,2024-09-20T15:32:12.166Z,0,0,1,2024-09-20T15:32:10.013Z,luizdesouza.bsky.social,Luiz/ Bolsonaro Preso,did:plc:k4q2tncqgi4wveiakxifurtn,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4lsxfto5c2l,"Vale lembrar que o município pior avaliado no BR, rejeitado por 3 em cada 4 cidadãos, é governado pelo PSOL.

Só no gabinete do prefeito, são 662 pessoas contratadas por indicação política. 

Não podemos permitir que esses parasitas assumam São Paulo!

#DebatenoSBT"
at://did:plc:k4q2tncqgi4wveiakxifurtn/app.bsky.feed.post/3l4luy64snk2j,bafyreiedvzov4k5mmloysbxpiry52bqrs2hlt53x3iz4cpmmg6ql7veo3a,bsky.app/profile/mari...,2024-09-20T15:31:41.608Z,0,0,2,2024-09-20T15:31:39.417Z,luizdesouza.bsky.social,Luiz/ Bolsonaro Preso,did:plc:k4q2tncqgi4wveiakxifurtn,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4lsxfto5c2l,"Vale lembrar que o município pior avaliado no BR, rejeitado por 3 em cada 4 cidadãos, é governado pelo PSOL.

Só no gabinete do prefeito, são 662 pessoas contratadas por indicação política. 

Não podemos permitir que esses parasitas assumam São Paulo!

#DebatenoSBT"
at://did:plc:tguetrnlrnxz2zl3jwmcp5jt/app.bsky.feed.post/3l4ltfemozk25,bafyreib3njtffghhgsdglfzrbjoaxnyebm4gmudmaqussa5szmfzu5ozuy,"No começo não entendi, depois do final nao entendi nada ainda. O que tu tá fazendo ai mesmo???",2024-09-20T15:03:13.552Z,0,0,0,2024-09-20T15:03:13.552Z,neves01.bsky.social,"Arlisson Neves,🚩🚩🚩🚩🚩",did:plc:tguetrnlrnxz2zl3jwmcp5jt,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4lsugcj222b,Uma ideia inovadora para São Paulo? NÃO VOTAR NO PSOL 🤷🏻‍♀️
at://did:plc:fl3ivy44s5aynrpqp4q7ra5v/app.bsky.feed.post/3l4lvxrtlss2l,bafyreibzayt7r5zpd75i7bicrnmlivhx6akkrdvhed4rf5cuf5aeantrom,Não votar em vc e em nenhum candidato bolsonarista. O bolsonarismo mat4,2024-09-20T15:52:41.045Z,0,0,1,2024-09-20T15:49:20.314Z,marciabezerra2024.bsky.social,Marcia Bezerra,did:plc:fl3ivy44s5aynrpqp4q7ra5v,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4lsugcj222b,Uma ideia inovadora para São Paulo? NÃO VOTAR NO PSOL 🤷🏻‍♀️
at://did:plc:bx46jluanueugufsfbntdgi2/app.bsky.feed.post/3l4pc5obk252e,bafyreiczdc2xusoyfwddhc2polfd23lqkoq3didlbeffnxyz2j5svefkti,"Inovação é continuar votando em bolsonarista, então?",2024-09-22T00:06:44.854Z,0,0,0,2024-09-22T00:05:22.111Z,thiagorosa.bsky.social,Thiago Rosa #Tormenta25,did:plc:bx46jluanueugufsfbntdgi2,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4lsugcj222b,Uma ideia inovadora para São Paulo? NÃO VOTAR NO PSOL 🤷🏻‍♀️
at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4lsxfto5c2l,bafyreiakywc3yhisy2zp3vjmivuw2dr32y2tpenwkmsoiiqfakclb2bp6m,"Vale lembrar que o município pior avaliado no BR, rejeitado por 3 em cada 4 cidadãos, é governado pelo PSOL.

Só no gabinete do prefeito, são 662 pessoas contratadas por indicação política. 

Não podemos permitir que esses parasitas assumam São Paulo!

#DebatenoSBT",2024-09-20T14:55:26.318Z,4,1,4,2024-09-20T14:55:26.318Z,marinahelenabr.com.br,Marina Helena 30,did:plc:7ufq7f6eayiercg6z7o7jnau,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4lsugcj222b,Uma ideia inovadora para São Paulo? NÃO VOTAR NO PSOL 🤷🏻‍♀️
at://did:plc:vsv2jknun3nc64dhb37lkqva/app.bsky.feed.post/3l4lselw32c26,bafyreifyxo2amq6el2ovbolfiwzegehin6vnsmhxdtkcgq3pwgft6qh5pq,Mas e as provas dos jatinhos da Tábata? Já deu 72 horas,2024-09-20T14:44:55.079Z,1,0,1,2024-09-20T14:44:55.079Z,lenintrotsky.bsky.social,LeninTrotsky,did:plc:vsv2jknun3nc64dhb37lkqva,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4ls5el2ks2x,"MENOS DINHEIRO PARA OS PARASITAS!

É fácil falar, difícil é colocar em prática ações que tirem o dinheiro do bolso desses parasitas e devolva para quem importa: o paulistano"
at://did:plc:ny6nqpkrc5ekjgw35yiv4cak/app.bsky.feed.post/3l4m6psfzpi2c,bafyreigcnaz25d6pyootaer6qycylnzwbtjbb4nwlmjvmrpzpmgnxk6fsy,"Setembro de 2024, candidata.

Venezuela?
Cuba?

Sério?",2024-09-20T18:25:55.138Z,0,0,0,2024-09-20T18:25:55.138Z,crismoretto.bsky.social,,did:plc:ny6nqpkrc5ekjgw35yiv4cak,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4ls5el2ks2x,"MENOS DINHEIRO PARA OS PARASITAS!

É fácil falar, difícil é colocar em prática ações que tirem o dinheiro do bolso desses parasitas e devolva para quem importa: o paulistano"
at://did:plc:cnneitkai3legl73nzufixpy/app.bsky.feed.post/3l57apy5irm2l,bafyreiel57kbcebnmtrwm2oz36t2uvvj44ravy2t44fy2nwqtm75wezekm,Parasita é ela mesma,2024-09-28T08:22:22.586Z,0,0,0,2024-09-28T08:22:22.586Z,dall69.bsky.social,Ângela Dall’🚩,did:plc:cnneitkai3legl73nzufixpy,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4ls5el2ks2x,"MENOS DINHEIRO PARA OS PARASITAS!

É fácil falar, difícil é colocar em prática ações que tirem o dinheiro do bolso desses parasitas e devolva para quem importa: o paulistano"
at://did:plc:zcuafumcyt62o3b5auzwda3l/app.bsky.feed.post/3l4logyydb22w,bafyreiace5hgnkivtay5k236hc4agfz7xbutlir2s3jo64jqgc6rcdkbru,"Gente imagina como devem estar rindo as pessoas que fizeram essa coitada acreditar que tinha 1% de inteligência e que além disso poderia ganhar uma eleição 

HAHAHAHAHAHAHAHAHAHAHA

bsky.app/profile/cala...",2024-09-20T13:34:40.981Z,0,0,0,2024-09-20T13:34:40.981Z,xatuba06.bsky.social,,did:plc:zcuafumcyt62o3b5auzwda3l,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4lnf5h6ak2k,"COMEÇA DAQUI A POUCO!

www.youtube.com/watch?v=YIa-...

Estarei ao vivo, no SBT. Bora falar de proposta? 💪🏻"
at://did:plc:cnneitkai3legl73nzufixpy/app.bsky.feed.post/3l57aqdqg7h2v,bafyreia5or773k5srdk7d4zy4osysf67hhow5aihcgcp7foa2ev2wksbty,Pobre coitada,2024-09-28T08:22:34.741Z,0,0,0,2024-09-28T08:22:34.741Z,dall69.bsky.social,Ângela Dall’🚩,did:plc:cnneitkai3legl73nzufixpy,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4lnf5h6ak2k,"COMEÇA DAQUI A POUCO!

www.youtube.com/watch?v=YIa-...

Estarei ao vivo, no SBT. Bora falar de proposta? 💪🏻"
at://did:plc:vsv2jknun3nc64dhb37lkqva/app.bsky.feed.post/3l4gjji6yvo2l,bafyreifld23e6h5qmliigh4m22yrf6zbjseebeom24o2vil22lgdvj2yi4,24 horas se passaram e até agora nada das provas dos jatinhos da Tábata,2024-09-18T12:23:17.011Z,0,0,1,2024-09-18T12:23:16.917Z,lenintrotsky.bsky.social,LeninTrotsky,did:plc:vsv2jknun3nc64dhb37lkqva,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4ehblybop2j,"Não podemos tolerar esse tipo de comportamento. Datena, desista da candidatura pelo bem da nossa cidade! 
#DebateRedeTV"
at://did:plc:q6tvtm5pentfcnh5ud65ryip/app.bsky.feed.post/3l4jiubkgtt25,bafyreia2h52fnk57ywpphvoegsdu4xdg7owitr2z47zipn66puyje3lr4y,"Disse a candidata inútil com 2% dos votos kkkkkk
Pena que o Datena não pode te dar uma cadeirada",2024-09-19T16:49:22.606Z,0,1,0,2024-09-19T16:49:22.606Z,jolvr50.bsky.social,,did:plc:q6tvtm5pentfcnh5ud65ryip,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4ehblybop2j,"Não podemos tolerar esse tipo de comportamento. Datena, desista da candidatura pelo bem da nossa cidade! 
#DebateRedeTV"
at://did:plc:hj4vxvenvlcxiq57gwci3322/app.bsky.feed.post/3l4ewepgcbr2t,bafyreifojsivdpuaxg2s5ujk3pz5lkzygn4mxsfbxv5q3pdyzu5vmlzf6u,Disse a pessoa que nem de São Paulo é kkkkk,2024-09-17T21:08:54.089Z,0,0,0,2024-09-17T21:07:55.909Z,asoliveira.bsky.social,Anderson Oliveira,did:plc:hj4vxvenvlcxiq57gwci3322,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4ehblybop2j,"Não podemos tolerar esse tipo de comportamento. Datena, desista da candidatura pelo bem da nossa cidade! 
#DebateRedeTV"
at://did:plc:evnefddcbquw4znveinftgdq/app.bsky.feed.post/3l4erfzlch52m,bafyreif3mai2vxfseywmrwq63ecckc3knzbj2e7afhwf363bpuscipryqi,"Patética, acha que paulistano é idiota.

Vem com essa linguagem chucra, atrasada. Vaza, sua safada.

Só quer as chaves do cofre.",2024-09-17T19:39:11.334Z,0,0,1,2024-09-17T19:39:11.334Z,johnyjapon.bsky.social,Naekaua,did:plc:evnefddcbquw4znveinftgdq,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4ehblybop2j,"Não podemos tolerar esse tipo de comportamento. Datena, desista da candidatura pelo bem da nossa cidade! 
#DebateRedeTV"
at://did:plc:76pokb4kdsa2dvr564gblm5t/app.bsky.feed.post/3l4ept2ndjt2j,bafyreihucytuex7hcabopfwngnbramb33npvz2qlyfnuzue45uagzms3zi,"Maluca, candidata criada por IA.  É de uma insignificância...",2024-09-17T19:13:46.410Z,1,0,2,2024-09-17T19:10:41.119Z,luciapedroni.bsky.social,Lucia Pedroni,did:plc:76pokb4kdsa2dvr564gblm5t,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4ehblybop2j,"Não podemos tolerar esse tipo de comportamento. Datena, desista da candidatura pelo bem da nossa cidade! 
#DebateRedeTV"
at://did:plc:6kcnxerpmon7xf7buorm7mxv/app.bsky.feed.post/3l4hco2oiho2e,bafyreidhti3qpxuxvujhnkrmv6pyyh24yzsdt7rts3or2lhkynd3ywsifm,"Quando a pessoa é meio ""aluada"" das idéias se torna conservadora para conservar pérolas como essa.

São Paulo merece coisa melhor",2024-09-18T19:53:11.723Z,0,0,0,2024-09-18T19:53:11.723Z,teatrocomedia.bsky.social,Fernando,did:plc:6kcnxerpmon7xf7buorm7mxv,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4ehblybop2j,"Não podemos tolerar esse tipo de comportamento. Datena, desista da candidatura pelo bem da nossa cidade! 
#DebateRedeTV"
at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4edbn6u7y2j,bafyreibhzcx4tgsj2gvoohlor653frw6pvmh7quo7noacxmn7zcljkycoe,"
Por isso, é hora de desafogar a saúde paulistana, valorizando o dinheiro do contribuinte e devolvendo com atendimento sério e de qualidade. 

#DebateRedeTV",2024-09-17T15:26:11.391Z,0,0,5,2024-09-17T15:26:11.391Z,marinahelenabr.com.br,Marina Helena 30,did:plc:7ufq7f6eayiercg6z7o7jnau,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4edbedwel22,"A saúde de São Paulo TEM JEITO!

O tanto de impostos arrecadados (tomados) de você, trabalhador, deveria pelo menos garantir atendimento médico 

Mas não ❌"
at://did:plc:zcjhdegckufbl2cy53ghrv3i/app.bsky.feed.post/3l4eldfakz426,bafyreiagmjiyxck2hyar77w5oa3clryavyc6rwgyjdohbnv6dh2w6uwsda,"Ok, e como os trabalhadores sairiam mais cedo ou mais tarde da empresa para diminuir a lotação do transporte público?",2024-09-17T17:50:19.728Z,0,0,2,2024-09-17T17:50:19.728Z,heynativo.bsky.social,Henrique Nativo ,did:plc:zcjhdegckufbl2cy53ghrv3i,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4e7szataj2l,"A proposta TARIFA MAIS BAIXA reduz o custo da tarifa de
ônibus fora dos horários de pico,
para diminuir a lotação do transporte público nos horários de mais cheios, otimizando a utilização dos veículos e da infraestrutura existente.

Proposta para quem mais importa: os trabalhadores! 

#DebateRedeTV"
at://did:plc:3domeokdvus5qiaxamghmzzp/app.bsky.feed.post/3l4gq4qelzv2m,bafyreih45s64e2zw567wwqh6yxqlvu34axf2q7cusw4end5x2m6uu64oh4,"Alexa fascista, existe almoco gratis?",2024-09-18T14:21:25.145Z,0,0,0,2024-09-18T14:21:25.145Z,glaupes2111.bsky.social,Glaupes🇧🇷🌷🚜🌷,did:plc:3domeokdvus5qiaxamghmzzp,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4e7szataj2l,"A proposta TARIFA MAIS BAIXA reduz o custo da tarifa de
ônibus fora dos horários de pico,
para diminuir a lotação do transporte público nos horários de mais cheios, otimizando a utilização dos veículos e da infraestrutura existente.

Proposta para quem mais importa: os trabalhadores! 

#DebateRedeTV"
at://did:plc:j6ewvsdtqe2rhdlfhay7glen/app.bsky.feed.post/3l4f22yrubf2y,bafyreifdjwakrj6wqvvhhtozjjnzpvg2v3vj5x2af4x65q2j3xvxie7hjm,"Ah esses ""jornalistas"".",2024-09-17T22:14:04.989Z,0,0,0,2024-09-17T22:14:04.989Z,tonken.bsky.social,,did:plc:j6ewvsdtqe2rhdlfhay7glen,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4e7sgfymp2g,"Maldade ou desinformação do jornalista?

Em nenhum momento do meu Plano de Governo falo sobre aumentar a tarifa de ônibus. Mas eu explico 👇🏻"
at://did:plc:evnefddcbquw4znveinftgdq/app.bsky.feed.post/3l4ed3xaafp2l,bafyreiglwnegy4dnzvm2vzq7mhquh6ofgtb6juv74lnsgmoyzlue6ijbim,"VAZA, FORASTEIRA
VOCÊ NÃO CONHECE OS PAULISTANOS

SUA NOJENTA, COM ESSAS FOFOQUINHAS DE DIREITA NO DEBATE

PARA DE SUBESTIMAR OS PAULISTANOS SUA TONHONA",2024-09-17T15:23:00.874Z,0,0,0,2024-09-17T15:23:00.874Z,johnyjapon.bsky.social,Naekaua,did:plc:evnefddcbquw4znveinftgdq,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4e7sgfymp2g,"Maldade ou desinformação do jornalista?

Em nenhum momento do meu Plano de Governo falo sobre aumentar a tarifa de ônibus. Mas eu explico 👇🏻"
at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4e7szataj2l,bafyreidnzuwbuodyqq72wamvx5bba4xsspqbqiho44qsr3ng36e2poel4a,"A proposta TARIFA MAIS BAIXA reduz o custo da tarifa de
ônibus fora dos horários de pico,
para diminuir a lotação do transporte público nos horários de mais cheios, otimizando a utilização dos veículos e da infraestrutura existente.

Proposta para quem mais importa: os trabalhadores! 

#DebateRedeTV",2024-09-17T14:24:19.583Z,3,0,6,2024-09-17T14:24:19.583Z,marinahelenabr.com.br,Marina Helena 30,did:plc:7ufq7f6eayiercg6z7o7jnau,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4e7sgfymp2g,"Maldade ou desinformação do jornalista?

Em nenhum momento do meu Plano de Governo falo sobre aumentar a tarifa de ônibus. Mas eu explico 👇🏻"
at://did:plc:2y5gd34v5nh6ddlho2g74jjd/app.bsky.feed.post/3l4ee27wwiv22,bafyreibu56ubq7jkzritxschgekqrmntvc424dlrbfd75uwsicreyfnjey,"Olâ! Tem alguém aqui?

Nossa, tá vazio... 😢",2024-09-17T15:39:56.381Z,1,0,0,2024-09-17T15:39:56.381Z,zedopovo.bsky.social,Zé do Povo 🌻 Boulos Prefeito 5️⃣0️⃣,did:plc:2y5gd34v5nh6ddlho2g74jjd,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4e6l5f76n2o,"São Paulo merece TRANSPARÊNCIA. 

O debate já começou e eu quero saber: Tabata, quanto você já gastou com jatinho particular?

#DebateRedeTV"
at://did:plc:scnpkps4zyofwhzp6epiudnd/app.bsky.feed.post/3l4aixa66yv2n,bafyreihx3yxtjvdzqcwmdusztakkpx3fjwrb4owf3kmfe4awiva54tsvay,O correto seria o Datena não participar do debate da Globo e a senhora ir participar do debate na Globo no lugar do Datena,2024-09-16T02:57:06.970Z,0,1,2,2024-09-16T02:57:06.115Z,eduardorcrj.bsky.social,,did:plc:scnpkps4zyofwhzp6epiudnd,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4aitjsyu426,"Depois dos ataques absurdos desta noite, ficou claro quem tem ou não capacidade para gerir uma cidade como São Paulo. 

Ainda dá tempo, e a escolha é SUA!

#vote30"
at://did:plc:olharhcgyf2aertpldqzgyxh/app.bsky.feed.post/3l4akahl7pw2d,bafyreigpefoglhai5qybbsksz64dxlerjivvnpcdtt3dhgw3ytdiandl2m,"Parabéns,  Marina Helena, por exigir respeito ao Marçal sem ter de apelar a uma cadeirada como fez o Datena! @marinahelenabr.com.br tem a melhor proposta para cuidar do cidadão, o melhor caráter tão  necessários para administrar a Prefeitura de São Paulo! #DebateNaCultura",2024-09-16T03:20:08.521Z,0,0,0,2024-09-16T03:20:08.521Z,telmagalhaes.bsky.social,,did:plc:olharhcgyf2aertpldqzgyxh,at://did:plc:7ufq7f6eayiercg6z7o7jnau/app.bsky.feed.post/3l4aitjsyu426,"Depois dos ataques absurdos desta noite, ficou claro quem tem ou não capacidade para gerir uma cidade como São Paulo. 

Ainda dá tempo, e a escolha é SUA!

#vote30"
