reply_uri,reply_cid,original_post_uri,original_post_text,original_post_author_handle,reply_text,reply_created_at,reply_reply_count,reply_repost_count,reply_like_count,reply_indexed_at,reply_author_handle,reply_author_display_name,reply_author_did,palavras_encontradas,contagem_palavras
at://did:plc:lmnq3wdzeymfd2kjdihtfy67/app.bsky.feed.post/3l4bsoilz552d,bafyreifhmsdpkello2cbbjsyxn76rt2omwgavurqg644tdmzjqfetiydbe,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l4bq6h5ubk2w,Sou da época que se fazia política com propostas e não com cadeiradas ou deboches.,betabastos.bsky.social,"O primeiro debate a presidência, após ditadura, foi um terror. Não houve propostas,  foi um agredindo o outro com palavras, só faltou cadeirada.",2024-09-16T15:28:12Z,0,0,2,2024-09-16T15:23:50Z,roggerio.bsky.social,NA,did:plc:lmnq3wdzeymfd2kjdihtfy67,ditadura,1
at://did:plc:eqqv6mwham7j3w3gfzshoww6/app.bsky.feed.post/3l4bqbqnngx2i,bafyreibvb2ed7ott5apa6zyoht4xp34acw7lboyqvkedztcpqoulzvs6gq,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l4bpyfe64u2y,Isso é puro machismo estrutural. Homens usando violência para mostrar seu ponto de vista.,betabastos.bsky.social,"Muitoo, é uma disputa de falo, de quem é mais macho, e isso tem de parar de ser a realidade na política brasileira, mas é tão sem regra, que não vai dar em nada em questão de punições... E deixa a política já mal vista pelas pessoas ainda mais mal vista...",2024-09-16T14:40:57Z,1,0,10,2024-09-16T14:40:54Z,pennelopeneves.bsky.social,Pennélope ˢᶜᶜᵖ - 🏳️‍⚧️🇧🇷🇵🇹🇱🇧🇱🇹🇵🇸,did:plc:eqqv6mwham7j3w3gfzshoww6,macho,1
at://did:plc:kqedvlu2zbc5l3jbph4bypre/app.bsky.feed.post/3l4bpybq6ur2d,bafyreihgfy6zdw5kxbmhbgxwfkho4gzhww6mx2fbzspngjjdrqp6fvjp5m,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l4bppupa6e24,"Vem pra rua fazer campanha nessa vibe de ódio. Ficar aí no celular é mole! Agora todos acham q bater em candidato é legal! Não vibe paz e amor, e sim CIVILIDADE",betabastos.bsky.social,"Que ódio o que! Você quer dar flores pra quem agride e ofende o dia todo? Eu tô na rua. E se eu encontro um idiota feito o Marcal que só vem pra cima arrumar confusão, Datena deu uma ótima ideia já! Marçal tá disparando justamente por causa dessa vibe do amor! Vibe do amor só serviu em 22.",2024-09-16T14:35:36Z,1,0,4,2024-09-16T14:35:36Z,gabesribeiro.bsky.social,Gabes,did:plc:kqedvlu2zbc5l3jbph4bypre,idiota,1
at://did:plc:ghgdzw37vezw2ckdi3wlsade/app.bsky.feed.post/3l4bxop6o7d2f,bafyreif6nxtuwbdgfn4yxnfhc2ovtn2lxjetsazlljg6xqnfc5nvy6bo7m,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l4bnt3edkz2c,Vocês tem noção de como essa atitude é perigosa?,betabastos.bsky.social,"Mentira e provocação é violência, também. Tabata, acusada pela morte do pai. Boulos, de ser usuário de drogas. Datena, de ter cometido estupro. O que, segundo ele, provocou adoecimento e morte na família. Como vc pára um canalha mentiroso? Pedindo por favor? A cadeirada foi simbólica.",2024-09-16T16:53:26Z,1,0,0,2024-09-16T16:53:25Z,taniaaguiar.bsky.social,Tânia Aguiar,did:plc:ghgdzw37vezw2ckdi3wlsade,"canalha, estupro",2
at://did:plc:cwd3ynxjgburn3mgj7mhwpac/app.bsky.feed.post/3l4bqf6xhhe24,bafyreibkyy5vgnwfy3ravcxzdrtgyz6pmtipvm6vlnfbxsb5fgknkilmxi,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l4bnt3edkz2c,Vocês tem noção de como essa atitude é perigosa?,betabastos.bsky.social,"É perigosa, mas foi gostoso ver um fascista levando porrada.",2024-09-16T14:42:49Z,0,0,2,2024-09-16T14:42:49Z,vzampa.bsky.social,Zampa,did:plc:cwd3ynxjgburn3mgj7mhwpac,fascista,1
at://did:plc:r7ayfulxjob4fihnrmdqdyjz/app.bsky.feed.post/3l4bo7bd4d62t,bafyreigvu2xfe6npbxi6joxj6xzlduzwackymxmnolzn7xydyyaoenwcce,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l4bnq7tzvm2o,#VemComigoBetaBastos40212,betabastos.bsky.social,"Força, menina. Desejo sucesso.",2024-09-16T14:03:44Z,0,0,1,2024-09-16T14:03:44Z,ogrozeferino.bsky.social,NA,did:plc:r7ayfulxjob4fihnrmdqdyjz,menina,1
at://did:plc:uxtztivwuhxofzkcpx7mhzbk/app.bsky.feed.post/3l4blp42j5z2c,bafyreif2vik4ec7khi2e2lxhnnxxulonhf2kyyh2hp7d6zp6cuexprkf5i,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l4bjsguy4g2l,"Aqui no RJ o Rodrigo Amorim espancou o candidato a vereador Lionel da Esquerda. Sempre q saio para fazer campanha eu escuto q deveriam me estuprar pq sou “marmita do Lula”
Vocês tem certeza que querem apoiar violência na política?",betabastos.bsky.social,"É o de permitimos que chegasse. A sociedade como um todo têm participação nessa barbárie. Sem demagogia, esse sub grupos identitários são uma das causas. Tenho vergonha da política nesse momento atual do Brasil.",2024-09-16T13:18:53Z,0,0,2,2024-09-16T13:18:53Z,matrix1-x.bsky.social,Matrix,did:plc:uxtztivwuhxofzkcpx7mhzbk,vergonha,1
at://did:plc:qtesddbsrkbndl3kg7jdhmon/app.bsky.feed.post/3l4cs77wcro24,bafyreibv7fa5fglvjv44er7abd6gplpg2kxby776rqcq7i7ew5zglh72ay,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l4bjsguy4g2l,"Aqui no RJ o Rodrigo Amorim espancou o candidato a vereador Lionel da Esquerda. Sempre q saio para fazer campanha eu escuto q deveriam me estuprar pq sou “marmita do Lula”
Vocês tem certeza que querem apoiar violência na política?",betabastos.bsky.social,Eu falei que vc ia sofrer viu .a direita é um lixo da história,2024-09-17T00:47:54Z,0,0,0,2024-09-17T00:47:54Z,celiopereira1010.bsky.social,@celinhocruzeiro6,did:plc:qtesddbsrkbndl3kg7jdhmon,lixo,1
at://did:plc:ghgdzw37vezw2ckdi3wlsade/app.bsky.feed.post/3l4bxxzcqxb2x,bafyreidtwlrmbkas73kasbr243zjuksckcdag3lvpfinymx3gs4vjwfkyu,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l4bjsguy4g2l,"Aqui no RJ o Rodrigo Amorim espancou o candidato a vereador Lionel da Esquerda. Sempre q saio para fazer campanha eu escuto q deveriam me estuprar pq sou “marmita do Lula”
Vocês tem certeza que querem apoiar violência na política?",betabastos.bsky.social,"No dia em que um fascista desses,  que te ameaça de estupro,  levar um para-te quieto,  vai cessar com essa covardia. São ""valentes"" porque acham que estão a salvo. Sou uma senhora idosa mas se alguém ameaçar minha filha ou neta, vai levar uma coça.",2024-09-16T16:58:38Z,1,0,8,2024-09-16T16:58:38Z,taniaaguiar.bsky.social,Tânia Aguiar,did:plc:ghgdzw37vezw2ckdi3wlsade,"estupro, fascista",2
at://did:plc:nhejpzfse2jmz4zm6pxralce/app.bsky.feed.post/3l4caaaosd32c,bafyreihcuarcde6vkktbwz34ze57rvlxod5ewuh5orczue6l33p5pxn6ze,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l4bi7byh5g26,Eu também tenho vontade de dar uma cadeirada no coach picareta! Mas entre ter vontade e fazer há uma distância muito grande! Não normalizem violência na política! Vcs não tem ideia de como é perigoso estar nas ruas fazendo campanha!,betabastos.bsky.social,"O que o picareta faz com os outros é muito mais que violência, apanhou pouco. Bolos e Tabata que o digam. Com fascista não há caminho civilizado, já deveríamos ter aprendido isso com a segunda guerra mundial. Goebels usou a nossa tolerância como arma contra nós mesmos. Tolerância zero com eles.",2024-09-16T19:26:23Z,0,0,0,2024-09-16T19:26:23Z,jacquesbiondo.bsky.social,Jacques Biondo,did:plc:nhejpzfse2jmz4zm6pxralce,fascista,1
at://did:plc:zzmtkcjncuhsn63azlzv3dwr/app.bsky.feed.post/3l4gy65x4fy2n,bafyreicvb5fnpkr7uid57jaubucqj6yqy5ep27oyuc3nj2zfnnj44uutua,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l47tgye7ro2q,"Estive em Copacabana na 17 Caminhada pela liberdade Religiosa!
#VemComigoBetaBastos40212",betabastos.bsky.social,Eita lapa de mulher bonita da peste,2024-09-18T16:45:22Z,0,0,1,2024-09-18T16:45:22Z,joakimbispo.bsky.social,Kincas 🚩🚩,did:plc:zzmtkcjncuhsn63azlzv3dwr,mulher,1
at://did:plc:dkl24vcuhjbf5ryzw3bjasn2/app.bsky.feed.post/3l45rx4gest2i,bafyreic57pu5ecv7x3vqnqlbbjuh6t6n27tm2c7eenagyxjfc3nqq7cu2m,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l3xx7yg4xl2a,"Não sei o que é pior:

✔️Estar lá por conta própria 
✔️Estar lá pq recebeu dinheiro 

De todo modo é tudo horrível!",betabastos.bsky.social,Fiquei sem saber o que pensar quando lembrei que Deolane é advogada criminalista. Como assim? Sai da cadeia chamando o delegado de criminoso e acusando todo mundo de abuso de autoridade? Mesmo se tivesse razão não é assim que funciona. Se advogar para ela mesma terá uma cliente burra.,2024-09-15T01:00:05Z,0,0,0,2024-09-15T01:00:05Z,joaosnnches.bsky.social,J SANCHES F ADV,did:plc:dkl24vcuhjbf5ryzw3bjasn2,burra,1
at://did:plc:nhejpzfse2jmz4zm6pxralce/app.bsky.feed.post/3l3xuggcyxg2g,bafyreiesd5sjckdrxzfpv6m4k2gjyqbt45xf5aocr3vwjtymnrk4fvo7du,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l3xihajdzw2o,"Sim! Estou candidata a Vereadora na cidade do Rio de Janeiro! Mas é um jogo de cartas marcadas e dificilmente irei ganhar uma cadeira na Câmara Municipal! Mas minha candidatura é real e vou continuar lutando até o fim!
#VemComigoBetaBastos40212",betabastos.bsky.social,Ocupando espaços e combatendo o bom combate. Força menina!,2024-09-12T16:28:27Z,0,0,0,2024-09-12T16:28:27Z,jacquesbiondo.bsky.social,Jacques Biondo,did:plc:nhejpzfse2jmz4zm6pxralce,menina,1
at://did:plc:drlpwvhfcgfz5vgrteik6rxe/app.bsky.feed.post/3l3xa5fdrym2u,bafyreic6qgstmh4r7mxchsvoltl25rjxogrfbedna7bjcvz6uxxbxnhex4,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l3vxku7klz2w,"“Dispensa médica”?

O policial militar flagrado em um motel do DF em horário de serviço e com a viatura da corporação está afastado ""por dispensa médica"", informou a Polícia Militar do Distrito Federal (PMDF).
O militar chegou a ser preso administrativamente, mas foi liberado.",betabastos.bsky.social,Orientação do advogado!! Quando um policial faz merda a primeira saída é falar que ele não está com as suas “faculdades mentais” ou é dependente químico ou algo do gênero. É o começo pra “justificar” a atitude do policial para lá na frente livrar ele de punição mais severa.,2024-09-12T10:25:30Z,1,0,0,2024-09-12T10:25:30Z,jrfreitas87.bsky.social,tenista4ever,did:plc:drlpwvhfcgfz5vgrteik6rxe,merda,1
at://did:plc:r3tkqapqqxln5gssmssrd7ed/app.bsky.feed.post/3l3xhkvlwiq24,bafyreihu4koo3uhr2qdp4kp44eserqogmo625h2nea76uatlkak6z5ewca,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l3vlagvkiq2m,O resultado do compartilhamento de conteúdo que deveria ser ignorado mas não foi.,betabastos.bsky.social,"A campanha tá muito fraca na quebrada!! Só da Nunes no bairro e no centro só Boulos, a questão é que quem decide a eleição é a quebrada!!",2024-09-12T12:38:20Z,0,0,1,2024-09-12T12:38:20Z,maxsoares13.bsky.social,NA,did:plc:r3tkqapqqxln5gssmssrd7ed,fraca,1
at://did:plc:ykitsfqz6jgb3eclbzusjyqm/app.bsky.feed.post/3l3viwfj6ue2g,bafyreib3rnuu7sofwuoffkbaeyjkwfryuq5zfddc6luj63pleubz4zrkly,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l3vgmehsc42l,"Que rede chata essa aqui.
Mas é o que temos!",betabastos.bsky.social,"Respeito sua opinião, mas discordo dela. Eu não acho a plataforma chata. Acredito que vindo para todos os usuários a possibilidade de postar vídeos ela vai ficar ainda melhor. É uma questão de tempo. Cada vez mais internautas estão aderindo a essa rede, tentando ser uma substituta do “X”.",2024-09-11T17:57:20Z,0,0,5,2024-09-11T17:57:20Z,josetv.bsky.social,José,did:plc:ykitsfqz6jgb3eclbzusjyqm,chata,1
at://did:plc:ud3fkeb6gjax735etjp55l5h/app.bsky.feed.post/3l3vwin7gie2y,bafyreihhynvapivfys7qcovobp2p6mee2lgzwksik3hnwymyoivrlzer34,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l3vgmehsc42l,"Que rede chata essa aqui.
Mas é o que temos!",betabastos.bsky.social,Me desculpe e chata mais vc tá aqui fazendo postagens da sua candidatura a vereadora do rio?,2024-09-11T22:00:10Z,0,0,0,2024-09-11T22:00:10Z,suzana23.bsky.social,Suzana 1️⃣3️⃣,did:plc:ud3fkeb6gjax735etjp55l5h,chata,1
at://did:plc:dbweb5ghqpqxpj6e5ohzg3ll/app.bsky.feed.post/3l3sjgtioim22,bafyreid6nkrjzc2kvjvnvdlhs72zhkw5itevzrr6xzhtftanlvq3l34l6m,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l3scqk6wow2f,#VemComigoBetaBastos4️⃣0️⃣2️⃣1️⃣2️⃣✅,betabastos.bsky.social,"Você é uma autêntica feminista, diferente daquelas chatas que fiscalizam a vida alheia, procurando motivos para aparecer e fazer inquisição por qualquer coisa.",2024-09-10T13:28:33Z,0,0,1,2024-09-10T13:28:33Z,paulocesarazevedo.bsky.social,Paulo,did:plc:dbweb5ghqpqxpj6e5ohzg3ll,feminista,1
at://did:plc:xs5e5a5j4zwfaw6bbcngvsbu/app.bsky.feed.post/3l3r25phr422v,bafyreie3vf5nomgrofsjcqbeo4sdnh7ta7h2emhdyssdoa2jhotucl76am,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l3qosnpnys2s,"Fãs fizeram vigília no local em que Deolane estava presa e soltaram fogos após ela ser solta.

Inexplicável!

Sinceramente, eu estou bem cansada de tudo isso!",betabastos.bsky.social,A indigência moral e intelectual de muita gente é assustadora.,2024-09-09T23:22:21Z,0,0,1,2024-09-09T23:22:21Z,paulocolnaghi.bsky.social,Paulo Colnaghi,did:plc:xs5e5a5j4zwfaw6bbcngvsbu,moral,1
at://did:plc:ggbsvnwred2tm2ccui25xw4t/app.bsky.feed.post/3l3syic36mp25,bafyreieetvusntzpr3eha7phlynmivbbg4yn2hvcxe3uxqho2cskusfj2m,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l3qoqolz3s2f,"
Eu e muitos outros candidatos estamos IMPLORANDO para nossa propaganda ser compartilhada pela nossa militância e MUITA gente NÃO compartilha, mas passam o dia fazendo propaganda para o coach!",betabastos.bsky.social,"A militância da esquerda quer dar lição de moral na extrema direita e não faz a lição de casa, que é ajudar seus candidatos a ganharem as eleições. Impressionante como perdem tempo replicando quadros de mensagens anti-direita mas não fazem da esquerda.",2024-09-10T17:57:47Z,0,0,0,2024-09-10T17:57:47Z,rogeriorosario1969.bsky.social,Rogério do Rosário 🚩🇧🇷🇷🇺🇮🇳🇨🇳🇿🇦,did:plc:ggbsvnwred2tm2ccui25xw4t,moral,1
at://did:plc:fmqp4pdwt7u7kwzfnlgggk4a/app.bsky.feed.post/3l3jppb36z62j,bafyreih3vlk4hvv6twfr5gwcgq2gyeakby7i2ag4iqyjmmviouwejcrgr4,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l3jgofsfgw2n,"Em caso de assédio sexual nao se deve esperar o fim das investigações! A palavra da vítima tem força! 
Essa conquista das mulheres deve ser respeitada!",betabastos.bsky.social,"Concordo contigo
De maneira alguma estou questionando a decisão da ministra, mas como uma mulher empoderada e pelo que representa, ela não poderia ter confirmado e denunciado o caso ao invés de esperar por uma reportagem?
Ela não estaria dando o exemplo a tantas mulheres que sofrem com isso?",2024-09-07T01:26:40Z,0,0,0,2024-09-07T01:26:40Z,jeffedomingues.bsky.social,Jeffe Domingues,did:plc:fmqp4pdwt7u7kwzfnlgggk4a,mulher,1
at://did:plc:soqksaiieby7ifzcoyg7qhkz/app.bsky.feed.post/3l3jeje6ngc2n,bafyreiefq3yz6knf5pewgnqff2gmti2kwpfzqnw2mkvqejtx5qm4exvzlm,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l3jegdj2j22o,Fez bem o Presidente Lula em demitir Silvio de Almeida.,betabastos.bsky.social,"E talvez você aproveite para pedir pra investigarem as acusações da ex-mulher do Lira.
Ou aí não tem interesse??
Escolhem a quem defender, é isso?",2024-09-06T22:06:30Z,1,0,0,2024-09-06T22:06:30Z,gattialexandre.bsky.social,Alexandre Gatti,did:plc:soqksaiieby7ifzcoyg7qhkz,mulher,1
at://did:plc:bjv24razwx75twzvibaqhpqe/app.bsky.feed.post/3l3mzdelyud2u,bafyreie7pow2u72c5w7gbbtsv5oeyalegdqavc6wmqtgmcednk6jnpzicq,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l3jegdj2j22o,Fez bem o Presidente Lula em demitir Silvio de Almeida.,betabastos.bsky.social,Esse canalha merece ser jogado na lata do lixo da história,2024-09-08T08:56:56Z,0,0,0,2024-09-08T08:56:56Z,paulguimaraes.bsky.social,Paulo Guimarães  1️⃣3️⃣1️⃣3️⃣1️⃣ & 5️⃣0️⃣🚩🇧🇷🦋,did:plc:bjv24razwx75twzvibaqhpqe,"canalha, lixo",2
at://did:plc:q4dxq5fc2qv73iizwwwdhvgr/app.bsky.feed.post/3l3jg5thoel2o,bafyreihyqgnheoexfemxpy7qncgrslkqgr5j7w3so5exyojud5rckcxboi,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l3jee5263m2u,"Eu sempre postei que o Silvio de Almeida era o melhor Ministro do governo Lula. Então, saibam como estou DECEPCIONADA com o que houve! 
Como mulher que já sofreu assédios desde criança me sinto diretamente sensibilizada com a ministra Anielle Franco.",betabastos.bsky.social,"História muito doida.. 
Ele é amigo do Reinaldo Azevedo, que sempre fala dele, não era de se imaginar.

Não escutei ainda o é da coisa de hoje pra saber o que ele disse.",2024-09-06T22:35:52Z,0,1,3,2024-09-06T22:35:52Z,marcelobr123.bsky.social,Marcelo”,did:plc:q4dxq5fc2qv73iizwwwdhvgr,doida,1
at://did:plc:u43gylkxkt3tx6mgtze7jvel/app.bsky.feed.post/3l3jeueik7k24,bafyreib7x7c2tbbxyss7nieq3nkzsbizy3ujbn5fggaciy5d6q2ofqufqq,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l3je3afxc52k,"Que todo assediador de mulher pague por esse crime.
Seja quem for!",betabastos.bsky.social,"Querida Beta, fica melhor sem a palavra mulher.
Que todo assediador pague por esse crime.
Seja quem for !",2024-09-06T22:12:40Z,0,0,0,2024-09-06T22:12:40Z,flaviogoes.bsky.social,Flávio Góes,did:plc:u43gylkxkt3tx6mgtze7jvel,mulher,1
at://did:plc:soqksaiieby7ifzcoyg7qhkz/app.bsky.feed.post/3l3jegk6qwy2e,bafyreifbx4gjtp3fuzpnicb4wmxkrtinaiafdfhw7ulgfoqbhkxhqujdfa,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l3je3afxc52k,"Que todo assediador de mulher pague por esse crime.
Seja quem for!",betabastos.bsky.social,"Mão é o que parece.
Vocês não atacaram, não atacam, e não vão atacar o Lira.
Você já ouviu a ex-mulher do Lira??",2024-09-06T22:04:56Z,0,0,2,2024-09-06T22:04:56Z,gattialexandre.bsky.social,Alexandre Gatti,did:plc:soqksaiieby7ifzcoyg7qhkz,mulher,1
at://did:plc:dszwcy6fupnfbajr2qt74rec/app.bsky.feed.post/3l3jephswcx2j,bafyreih2dufxubg22ko4647onr7lcgiwwlo5i25eqnd3qcals274snucru,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l3je3afxc52k,"Que todo assediador de mulher pague por esse crime.
Seja quem for!",betabastos.bsky.social,"O assediador de qualquer  genero, tem que pagar  pelo crime. Seja assédio sexual ou moral.",2024-09-06T22:09:56Z,0,0,1,2024-09-06T22:09:56Z,eudesmoreira.bsky.social,Prof. Eudes Moreira,did:plc:dszwcy6fupnfbajr2qt74rec,moral,1
at://did:plc:dkl24vcuhjbf5ryzw3bjasn2/app.bsky.feed.post/3l3gukbpoi72x,bafyreiadxotkekms33a3rtuyoy7yn3daxnrp55awq4ce7zt2k45qhtznxe,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l3ga3zgb6k2z,"Não sei se essa foto é real, mas é genial!
😂😂",betabastos.bsky.social,Elon Musk é só um idiota com um caminhão de papéis que falam que valem bilhões de dólares. Outro dia deram uma sacudida e ele perdeu duas dezenas de bilhões. Ele gosta de X igual ao Eike. Sempre com duas sílabas.,2024-09-05T22:15:22Z,0,0,0,2024-09-05T22:15:22Z,joaosnnches.bsky.social,J SANCHES F ADV,did:plc:dkl24vcuhjbf5ryzw3bjasn2,idiota,1
at://did:plc:mov4vwogmr63c7qkdeicqjfq/app.bsky.feed.post/3l3g22wecuh2z,bafyreigwxyurx3qsmy77m4niu3f7znbi7kdkljixmmmm3n7js5a3ysbk2q,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l3fvdjlfy224,"Não é de hoje que o Kassio Nunes mantém amizades com pessoas ligadas ao tráfico, ao jogo do bicho, as milícias e afins …",betabastos.bsky.social,até porque ele foi indicado ao STF por quem faz parte dessa quadrilha,2024-09-05T14:21:30Z,0,0,1,2024-09-05T14:21:30Z,charleschaves.bsky.social,Charles Chaves 🚩🚩🚩,did:plc:mov4vwogmr63c7qkdeicqjfq,quadrilha,1
at://did:plc:if42ordgm7ylnypa4gsgqi7j/app.bsky.feed.post/3l3ezcbbgli2g,bafyreig7vkdeyiu7le57pdkscgazblsntvgnhgkvq2zhahg7rokqk5av6i,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l3etqrbblk27,"Uma palestra sobre FEMINISMO em uma escola pública. 
Achei melhor sentar com elas e transformei uma palestra em um
bate papo! Falar sobre o FEMINISMO com meninas é muito maravilhoso! A atenção delas sobre o que eu falava me emociona até hoje!",betabastos.bsky.social,Vc é uma mulher admirável. 👏,2024-09-05T04:35:02Z,0,0,1,2024-09-05T04:35:02Z,rodrigossbr.bsky.social,Rodrigo S. Santos,did:plc:if42ordgm7ylnypa4gsgqi7j,mulher,1
at://did:plc:zqzfjrjupoar2qcs2o4pxwjv/app.bsky.feed.post/3l3euh5nchh2p,bafyreid5gpycstlpx76uzbbyudr35e2mwtbfiobl5ctfvaq2i4kj2gyxru,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l3es6rdxqw2g,"Passei o dia recebendo orientações de como lidar com essa reportagem,mas eu só sei lidar com a verdade! E nunca escondi minhas redes sensuais, aliás, estou lá menos de 1 ano! Mas pra q dizer q tenho DIPLOMAS e q sou MILITANTE desde os 15 anos?",betabastos.bsky.social,"Manda essa corja pastar, Beta. Voto em São Paulo, mas se votasse no Rio, onde, a propósito, temos residência, seria em você, mulher militante ✊✊✊",2024-09-05T03:08:18Z,0,0,1,2024-09-05T03:08:18Z,juliannamartins.bsky.social,Juliana Martins,did:plc:zqzfjrjupoar2qcs2o4pxwjv,"militante, mulher",2
at://did:plc:qpfas2lts7gvcyt7iu64xjv7/app.bsky.feed.post/3l3g3bwrhwm2t,bafyreiadutrxirztwqn7ia2nj3632qrumjwm2s7asyxxvmmabsgdr7resi,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l3es6rdxqw2g,"Passei o dia recebendo orientações de como lidar com essa reportagem,mas eu só sei lidar com a verdade! E nunca escondi minhas redes sensuais, aliás, estou lá menos de 1 ano! Mas pra q dizer q tenho DIPLOMAS e q sou MILITANTE desde os 15 anos?",betabastos.bsky.social,"Militante, inteligente e mulher guerreira, tudo para ser uma grande vereadora.",2024-09-05T14:43:20Z,0,0,1,2024-09-05T14:43:19Z,andreliberato.bsky.social,André Liberato,did:plc:qpfas2lts7gvcyt7iu64xjv7,mulher,1
at://did:plc:jecom7z5qcxz5yng6br5vh2j/app.bsky.feed.post/3l3gjpeluk62d,bafyreifzsczthf2acrhexstfyi7iquzt5xbujfzxgkmqw5r2tjqyknps4e,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l3es6rdxqw2g,"Passei o dia recebendo orientações de como lidar com essa reportagem,mas eu só sei lidar com a verdade! E nunca escondi minhas redes sensuais, aliás, estou lá menos de 1 ano! Mas pra q dizer q tenho DIPLOMAS e q sou MILITANTE desde os 15 anos?",betabastos.bsky.social,"Não q não possa, pode! pode tudo, no entanto existe um provérbio bem antigo q diz "" A mulher de César não basta ser, precisa também de parecer"".",2024-09-05T19:02:16Z,0,0,0,2024-09-05T19:01:22Z,antonio960.bsky.social,Antonio,did:plc:jecom7z5qcxz5yng6br5vh2j,mulher,1
at://did:plc:jdhcehuhvx3v32kpoeebwwnr/app.bsky.feed.post/3l3esmx3hto2v,bafyreicdeasxsob52w63gyidyltnff45wa4bzzepqbhtmbszafpy2ofku4,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l3es6rdxqw2g,"Passei o dia recebendo orientações de como lidar com essa reportagem,mas eu só sei lidar com a verdade! E nunca escondi minhas redes sensuais, aliás, estou lá menos de 1 ano! Mas pra q dizer q tenho DIPLOMAS e q sou MILITANTE desde os 15 anos?",betabastos.bsky.social,Sou um forte apoiador de mais nudes como esse...Você é uma candidata muito gostosa.,2024-09-05T02:35:45Z,0,0,1,2024-09-05T02:35:45Z,marvi5.bsky.social,SolarDom,did:plc:jdhcehuhvx3v32kpoeebwwnr,gostosa,1
at://did:plc:3yzxgmnhsodc2xuxwnvtyouf/app.bsky.feed.post/3l3dse2b3le2m,bafyreibn5efyteebrudr7gy53xzjlswrzyuhpm3dk3h7y36vupzxusfyqe,at://did:plc:z2n3s7udixlxk7jejf7pmhxp/app.bsky.feed.post/3l3drw6dkat2p,"Um avião que pertence à empresa do sertanejo Gusttavo Lima foi apreendido pela Polícia Civil de São Paulo na manhã desta quarta-feira (4). A investigação faz parte da Operação Integration, que prendeu a empresária, advogada e influenciadora Deolane Bezerra.",betabastos.bsky.social,"Sertanejo hoje em dia parece um partido ou uma seita.. milhões de pessoas em transe sustentando um ""ídolo ouro por fora lixo por dentro""",2024-09-04T16:58:07Z,0,0,0,2024-09-04T16:58:07Z,regis-pnd.bsky.social,Regis 🌹♐🫰🏽🍰>> 50,did:plc:3yzxgmnhsodc2xuxwnvtyouf,lixo,1
