uri,cid,text,created_at,reply_count,repost_count,like_count,indexed_at,author_handle,author_display_name,author_did
at://did:plc:p6b4faz7zs56d2gx4euxsln2/app.bsky.feed.post/3l3r4bmgoc42v,bafyreic2sfanffz7znm4fmz3uvkjryzzkdunydfqnt45ekq3mx6y346oei,Espero que as autoridades competentes cheguem o quanto antes aos autores desses crimes. O ódio e a violência não combinam com a democracia.,2024-09-10T00:00:19.519Z,0,0,0,2024-09-10T00:00:19.519Z,daniportelapsol.bsky.social,Dani Portela,did:plc:p6b4faz7zs56d2gx4euxsln2
at://did:plc:p6b4faz7zs56d2gx4euxsln2/app.bsky.feed.post/3l3r4b5ptv225,bafyreih33m4erndgt263toq7xeakj723vuq3u63ssty35qgv2w3jhvmboy,"Da mesma forma, lamento e torço por uma rápida recuperação do filho de Veia de Aprígio, candidata a prefeita de Surubim, Neto de Veia, que sofreu um atentado e foi atingido por dois tiros no último fim de semana.",2024-09-10T00:00:04.095Z,1,0,0,2024-09-10T00:00:04.095Z,daniportelapsol.bsky.social,Dani Portela,did:plc:p6b4faz7zs56d2gx4euxsln2
at://did:plc:p6b4faz7zs56d2gx4euxsln2/app.bsky.feed.post/3l3r4aoedhe2w,bafyreiclkexqtuvaevsaoo563eyr5ply3uificur5njvvqrrt4d5bdzqyi,"Quero me solidarizar ao candidato a vereador pelo PT em Jaboatão, Iran Lins, assim como a sua família, alvo de ameaças de morte na madrugada desta segunda.",2024-09-09T23:59:47.983Z,2,0,2,2024-09-09T23:59:47.983Z,daniportelapsol.bsky.social,Dani Portela,did:plc:p6b4faz7zs56d2gx4euxsln2
at://did:plc:p6b4faz7zs56d2gx4euxsln2/app.bsky.feed.post/3l3r42s73qh2x,bafyreihecnd4ftryy6u3pnxbs2z4shsy4lsjc737qprizx23lulqusssuy,Eita!!! ❤️❤️ se precisar de mais avisa que tem muita coisa legal 🌻,2024-09-09T23:56:30.683Z,0,0,1,2024-09-09T23:56:30.683Z,daniportelapsol.bsky.social,Dani Portela,did:plc:p6b4faz7zs56d2gx4euxsln2
at://did:plc:p6b4faz7zs56d2gx4euxsln2/app.bsky.feed.post/3l3izjjt4bx2c,bafyreihldiu3q5s2sr55o733lljpqs7bedwut2gsdhlfag3dapfnigs67e,"Confio que as medidas que estão sendo tomadas pelo Presidente Lula, junto aos órgãos responsáveis por esse tipo de caso, são acertadas e irão assegurar que se faça justiça.",2024-09-06T18:49:45.889Z,0,0,0,2024-09-06T18:49:45.889Z,daniportelapsol.bsky.social,Dani Portela,did:plc:p6b4faz7zs56d2gx4euxsln2
at://did:plc:p6b4faz7zs56d2gx4euxsln2/app.bsky.feed.post/3l3izj7s4fo22,bafyreieqfsgfulbxjgzqvgd3oe7fgld3vdqk5mujcrsjsw5oaxglukkybi,"As denúncias que vieram à tona são graves e devem ser apuradas com todo rigor, garantindo a necessária escuta e o respeito pelas vitimas.",2024-09-06T18:49:35.376Z,1,0,0,2024-09-06T18:49:35.376Z,daniportelapsol.bsky.social,Dani Portela,did:plc:p6b4faz7zs56d2gx4euxsln2
at://did:plc:p6b4faz7zs56d2gx4euxsln2/app.bsky.feed.post/3l3iziklkfv2e,bafyreia5hprr4aa27p3h4ypch73chwm7crjub3sosbo65rpu2qzdgn7gxm,"Nesse momento, quero expressar todo o meu apoio e solidariedade à ministra Anielle Franco e às demais mulheres vítimas dos episódios de violência noticiados ontem.",2024-09-06T18:49:13.138Z,1,0,4,2024-09-06T18:49:13.138Z,daniportelapsol.bsky.social,Dani Portela,did:plc:p6b4faz7zs56d2gx4euxsln2
at://did:plc:p6b4faz7zs56d2gx4euxsln2/app.bsky.feed.post/3l3edcqdxd624,bafyreidou2r254ceipjz23nv5rryow2tpwmxcxiaiakyksgnwo2x76d3e4,"Gratidão, querida 😍 Foi lindo demais! Bora nessa que aqui em Recife é 50!",2024-09-04T22:01:36.693Z,0,0,1,2024-09-04T22:01:36.693Z,daniportelapsol.bsky.social,Dani Portela,did:plc:p6b4faz7zs56d2gx4euxsln2
at://did:plc:p6b4faz7zs56d2gx4euxsln2/app.bsky.feed.post/3l3ect7qwdh2e,bafyreidxcbdn2pnrdtuch4v4on2dn473aj2lonayyr3l7zzwlvoc4jkkia,"Quem vive mudando de lado é bolinha de ping-pong. ✊🏽🌻
#Dani50 #RecifeTáComEla #Eleições2024

👀 www.instagram.com/reel/C_gsNTy...",2024-09-04T21:52:55.269Z,1,0,4,2024-09-04T21:52:55.269Z,daniportelapsol.bsky.social,Dani Portela,did:plc:p6b4faz7zs56d2gx4euxsln2
at://did:plc:p6b4faz7zs56d2gx4euxsln2/app.bsky.feed.post/3l3dyjzksrb2c,bafyreic57grrooqtvuhyogwrdn73qngxgqhhfdp7j6sfigct7elhs3segu,Oi! Chegando por aqui 🌻,2024-09-04T18:48:50.200Z,1,0,6,2024-09-04T18:48:50.200Z,daniportelapsol.bsky.social,Dani Portela,did:plc:p6b4faz7zs56d2gx4euxsln2
